STT,Loại câu hỏi,Câu hỏi,Câu trả lời,Căn cứ
163,Đăng ký học phần,Sinh viên xác nhận lớp được hỗ trợ đăng ký từ Phòng đào tạo đại học như thế nào?,"1. Đăng nhập
- Truy cập vào trang https://dkhp.uit.edu.vn.
- Dùng tài khoản chứng thực để đăng nhập.
2. Xác nhận Lớp được hỗ trợ đăng ký từ Phòng ĐTĐH/CTĐB
- Bước 1: Vào menu Xác nhận Đăng ký Học Phần.
- Bước 2: Kiểm tra kỹ danh sách đăng ký.
- Bước 3: Nhấn button Đồng ý nếu muốn xác nhận, không làm gì nếu không muốn xác nhận.
Sau thời gian xác nhận, sinh viên nào đã xác nhận đồng ý sẽ giữ lại ĐKHP, sinh viên không thực hiện sẽ bị xóa đăng ký học phần. Sinh viên dù đồng ý hay không vẫn có thể tiến hành Đăng ký học phần bình thường.","Phần 2, 3, HƯỚNG DẪN ĐĂNG KÝ HỌC PHẦN - PHIÊN BẢN MỚI"
164,Đăng ký học phần,Sinh viên xóa đăng ký học phần như thế nào?,"1. Đăng nhập
- Truy cập vào trang https://dkhp.uit.edu.vn.
- Dùng tài khoản chứng thực để đăng nhập.
4. Xóa đăng ký học phần
Các bước xóa các lớp đã đăng ký học phần:
- Bước 1: Chuyển sang menu Danh sách Lớp đã đăng ký.
- Bước 2: Chọn các lớp cần xóa đăng ký.
- Bước 3: Bấm xóa sau khi xem xong danh sách các lớp đã chọn ở ngay bên dưới.
- Bước 4 gồm 2 bước nhỏ:
	• Nếu các lớp chọn không vấn đề gì, hệ thống sẽ tiến hành ghi nhận.
	• Nếu có vấn đề lỗi thì sẽ thông báo lỗi màu đỏ.
	• Nếu ghi nhận thành công sẽ thông báo màu xanh và chờ kết quả xử lý.
- Bước 5: Kiểm tra kết quả xóa đăng ký học phần trả về.","Phần 3, 4, HƯỚNG DẪN ĐĂNG KÝ HỌC PHẦN - PHIÊN BẢN MỚI"
165,Nội dung và cấu trúc CTĐT song ngành,Chương trình đào tạo song ngành là như thế nào?,"Điều 4. Nội dung và cấu trúc CTĐT song ngành
1. Nội dung chương trình:
a) CTĐT song ngành là sự kết hợp giữa hai CTĐT thuộc hai ngành đào tạo khác nhau; 
b) CTĐT song ngành phải đảm bảo chuẩn đầu ra của người học sau khi tốt nghiệp của hai CTĐT và phù hợp với Khung trình độ quốc gia Việt Nam hiện hành.","Khoản 1, Điều 4, QUY ĐỊNH ĐÀO TẠO SONG NGÀNH TRÌNH ĐỘ ĐẠI HỌC HỆ CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
166,Nội dung và cấu trúc CTĐT song ngành,Số tín chỉ sinh viên phải học trong chương trình đào tạo song ngành là?,"Điều 4. Nội dung và cấu trúc CTĐT song ngành
2. Cấu trúc chương trình: CTĐT song ngành được cấu trúc từ các thành phần cụ thể như sau:
a) CTĐT ngành thứ nhất có khối lượng kiến thức theo quy định. CTĐT ngành thứ hai có khối lượng kiến thức tối thiểu là 30 tín chỉ. Tổng khối lượng kiến thức (bao gồm các tín chỉ trùng nhau và được công nhận tương đương giữa hai CTĐT) phù hợp với quy định hiện hành;
b) Việc công nhận và chuyển đổi tín chỉ giữa các CSĐT khác nhau phải đảm bảo kết quả đối sánh chuẩn đầu ra môn học/nhóm môn học/CTĐT hoặc được thực hiện dựa trên văn bản thỏa thuận của thủ trưởng các CSĐT;","Khoản 2, Điều 4, QUY ĐỊNH ĐÀO TẠO SONG NGÀNH TRÌNH ĐỘ ĐẠI HỌC HỆ CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
167,Điều kiện đăng ký học song ngành,Điều kiện để đăng ký học song ngành là gì?,"Điều 5. Điều kiện đăng ký học song ngành
SV đại học hệ chính quy văn bằng 1 của Trường, SV đại học hệ chính quy văn bằng I thuộc các CSĐT đại học là thành viên của ĐHQG-HCM được đăng ký học thêm một chương
trình đào tạo thứ hai (đăng ký thông qua P.ĐTĐH) nếu đồng thời thỏa mãn các điều kiện tối thiểu sau:
1. Ngành đào tạo ở chương trình thứ hai phải khác ngành đào tạo ở chương trình thứ nhất.
2. SV đã hoàn thành năm học đầu tiên của ngành thứ nhất, trước học kỳ cuối của thời gian thiết kế chương trình đào tạo 01 học kỳ;
3. Tại thời điểm đăng ký, SV phải đáp ứng một trong hai điều kiện sau:
- Học lực tính theo ĐTBCTL xếp loại khá trở lên và đáp ứng ngưỡng bảo đảm chất lượng của chương trình thứ hai trong năm tuyển sinh (nếu có).
- Học lực tính theo ĐTBCTL xếp loại trung bình và đáp ứng điều kiện trúng tuyển của chương trình thứ hai trong năm tuyển sinh.
4. P.ĐTĐH trình Hiệu trưởng ra quyết định công nhận danh sách SV đủ điều kiện học ngành thứ hai.
5. SV chỉ được học song ngành thêm 01 ngành tại Trường. SV được phép làm đơn xin thôi học song ngành.","Điều 5, QUY ĐỊNH ĐÀO TẠO SONG NGÀNH TRÌNH ĐỘ ĐẠI HỌC HỆ CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
168,Công tác tài chính,Học phí của ngành học thứ hai khi tham gia đăng ký học song ngành là gì?,"Điều 7. Công tác tài chính
1. Học phí của ngành thứ hai:
a) Đối với SV chính quy văn bằng 1 của Trường:
- Nguyên tắc xác định học phi được thực hiện theo quy định hiện hành tại Quy chế đào tạo theo học chế tín chỉ áp dụng cho hệ đào tạo đại học chính quy của Trường.
- Sinh viên còn trong thời hạn thiết kế đào tạo của ngành thứ nhất mà đăng ký thêm ngành thứ hai thì học phí được tính theo quy định đối với sinh viên còn trong thời hạn theo thiết kế chương trình đào tạo của ngành học thứ nhất.
- Sinh viên đã tốt nghiệp ngành thứ nhất nhưng chưa hoàn thành ngành học thứ hai thì học phí được tính theo quy định đối với sinh viên quá thời hạn theo thiết kế chương trình đào tạo của ngành học thứ nhất.
b) Đối với SV chính quy văn bằng 1 ngoài Trường:
Học phí thực hiện theo công thức: Học phí = Số tín chỉ học phi x Đơn giá học phi. Trong đó: Đơn giá học phí bao gồm: Đơn giả học phí tín chỉ học mới hoặc đơn giá học phí tín chỉ học lại hoặc đơn giá học phí tín chỉ học cải thiện tương ứng với từng loại đăng ký học phần.
2. SV không được tham gia chính sách học bổng (các loại) và miễn giảm học phí đối với CTĐT ngành thứ hai.","Điều 7, QUY ĐỊNH ĐÀO TẠO SONG NGÀNH TRÌNH ĐỘ ĐẠI HỌC HỆ CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
169,"Mục đích, đối tượng, phạm vi áp dụng",Đồ án tốt nghiệp tại doanh nghiệp có thể thay thế khóa luận tốt nghiệp không?,"Có thể, Điều 1: Mục đích, đối tượng, phạm vi áp dụng 
1. Mục đích của Đồ án tốt nghiệp tại doanh nghiệp
Tên học phần tiếng việt: Đồ án tốt nghiệp tại doanh nghiệp (ĐATNDN), Tên tiếng anh: Industry capstone project. Học phần ĐATNDN có thể được dùng để thay thế cho các học phần thuộc khối kiến thức tốt nghiệp trong chương trình đào tạo trình độ đại học.
Mục đích: nhằm tạo điệu kiện cho sinh viên tiếp cận môi trường làm việc thực tế, vận dụng tổng hợp những kiến thức đã học để giải quyết những vấn đề cụ thể tại một cơ quan, tổ chức hoặc doanh nghiệp (gọi chung là doanh nghiệp); Đồng thời, qua đó sinh viên có thể nâng cao kỹ năng mềm và có cơ hội việc làm tốt ngay sau khi tốt nghiệp.","Khoản 1, Điều 1, QUY ĐỊNH ĐỒ ÁN TỐT NGHIỆP TẠI DOANH NGHIỆP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
170,Thời lượng của ĐATNDN,Số lượng tín chỉ của đồ án tốt nghiệp tại doanh nghiệp là bao nhiêu?,"Điều 4: Thời lượng của ĐATNDN
1. Số lượng tín chỉ của ĐATNDN là 10 tín chỉ, tương đương với 500 giờ thực tập tại doanh nghiệp. Thời gian thực hiện ĐATNDN có thể là toàn thời gian hoặc bán thời gian, trải dài từ 01 đến 02 học kỳ theo lịch đào tạo của Trường.","Khoản 1, Điều 4, QUY ĐỊNH ĐỒ ÁN TỐT NGHIỆP TẠI DOANH NGHIỆP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
171,Thời lượng của ĐATNDN,Sinh viên nếu không nộp báo cáo đồ án tốt nghiệp tại doanh nghiệp đúng lúc thì sao?,"Điều 4: Thời lượng của ĐATNDN
2. Nếu hết một học kỳ mà sinh viên không hoàn thành báo cáo ĐATNDN thì SV có thể làm đơn xin gia hạn thời gian thực hiện ĐATNDN tối đa thêm 01 học kỳ. Đơn xin gia hạn phải được sự đồng ý của GVHD, NĐHD và trưởng ĐVCM. Phòng ĐTDH tiếp nhận đơn và trình Hiệu trưởng ra quyết định cho phép gia hạn. Nếu không được duyệt, SV phải dừng ĐATNDN và nhận điểm 0 cho học phần này.","Khoản 2, Điều 4, QUY ĐỊNH ĐỒ ÁN TỐT NGHIỆP TẠI DOANH NGHIỆP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
172,Yêu cầu đối với sinh viên ĐATNDN,Sinh viên khi thực hiện đồ án tốt nghiệp tại doanh nghiệp cần tuân theo yêu cầu gì?,"Điều 5: Yêu cầu đối với sinh viên ĐATNDN
1. Tuân thủ nội quy, quy định của doanh nghiệp sinh viên đến thực tập;
2. Tuân thủ nội quy an toàn lao động và vệ sinh công nghiệp, đảm bảo an toàn tuyệt đối cho người và thiết bị;
3. Tuân thủ kế hoạch thực tập;
4. Thường xuyên báo cáo cho giảng viên hướng dẫn về tình hình thực tập tốt nghiệp, đặc biệt phải báo cáo ngay nếu có sự việc bất thường xảy ra hoặc khi sinh viên nhận thấy công việc đang thực tập không đảm bảo an toàn;
5. Kết thúc đợt thực tập, sinh viên phải thực hiện báo cáo thực tập tốt nghiệp (báo cáo viết và trình bày báo cáo trước hội đồng đánh giá ĐATNDN).","Điều 5, QUY ĐỊNH ĐỒ ÁN TỐT NGHIỆP TẠI DOANH NGHIỆP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
173,Đăng ký thực hiện đề tài ĐATNDN,Sinh viên có thể đăng ký thực hiện đề tài đồ án tốt nghiệp tại doanh nghiệp như thế nào?,"Điều 6: Đăng ký thực hiện đề tài ĐATNDN
1. Sinh viên đăng ký thực hiện ĐATNDN theo thông báo đăng ký học phần (ĐKHP) của Trường và theo hướng dẫn của ĐVCM vào đầu mỗi học kỳ. ĐVCM tổ chức cho SV đăng ký ĐATNDN, xét duyệt và gửi đề nghị phê duyệt kết quả đăng ký thực hiện đề tài ĐATNDN, gồm thông tin tên đề tài, SV, GVHD, NĐHD, tên doanh nghiệp cho P.ĐTĐH/VPCCTDB, Mỗi đề tài được thực hiện bởi 01 sinh viên. Sinh viên được thay đổi tên và nội dung đề tài ĐATNDN nếu được sự đồng ý của NĐHD, GVHD và Khoa.
2. Sinh viên đủ điều kiện đăng ký thực hiện ĐATNDN khi đã hoàn thành hết các học phần khác ngoài ĐATNDN theo chương trình đào tạo và đạt chuẩn quá trình về ngoại ngữ tại thời điểm đăng ký.","Khoản 1, 2, Điều 6, QUY ĐỊNH ĐỒ ÁN TỐT NGHIỆP TẠI DOANH NGHIỆP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
174,Đánh giá kết quả ĐATNDN,Kết quả đồ án tốt nghiệp tại doanh nghiệp được đánh giá thế nào?,"Điều 8: Đánh giá kết quả ĐATNDN
1. Trong quá trình thực hiện ĐATNDN, SV giữ liên lạc và báo cáo kết quả quá trình ĐATNDN cho GVHD theo yêu cầu của GVHD. GVHD có trách nhiệm phối hợp với NĐHD và doanh nghiệp để nắm tình hình, hỗ trợ, hướng dẫn SV.
2. Khi kết thúc thực tập, SV viết và trình báo cáo thực tập tốt nghiệp cho NĐHD và GVHD để được nhận xét và đánh giá quá trình thực tập. SV nộp báo cáo thực tập cho ĐVCM để phục vụ đánh giá kết quả thực tập tốt nghiệp. SV trình bảy kết quả thực hiện ĐATNDN trước Hội đồng đánh giá ĐATNDN. ĐVCM có thể quy định thêm tiêu chí đánh giá chi tiết, đảm bảo:
a) ĐATNDN đáp ứng được các chuẩn đầu ra của khối kiến thức tốt nghiệp theo chương trình đào tạo.
b) Báo cáo ĐATNDN đáp ứng các quy định về nội dung và hình thức báo cáo theo quy định của Trường.
c) Đảm bảo liêm chính học thuật theo quy định của Trường.
3. Hội đồng đánh giá ĐATNDN gồm 03 thành viên: Chủ tịch, ủy viên thư ký và ủy viên. Thành viên Hội đồng đánh giá ĐATNDN là giảng viên của ĐVCM hoặc của Trường có chuyên môn phù hợp. Tất cả các thành viên phải có mặt trong buổi trình bày báo cáo ĐATNDN. Sau khi nghe SV trình bày báo cáo ĐATNDN, mỗi thành viên cho điểm theo thang điểm 10 (lẻ đến 0,5). Điểm tổng kết học phần của ĐATNDN được tính theo công thức sau (làm tròn đến 0,1):
        Điểm tổng kết học phần ĐATNDN = Điểm trung bình cộng của các thành viên hội đồng 40% + Điểm của GVHD*10% + Điểm của NĐHD*50%
4. Nếu điểm của một thành viên Hội đồng sai biệt từ 2 điểm trở lên so với điểm tổng kết thì Hội đồng phải tiến hành họp để thống nhất (Chủ tịch Hội đồng chủ trì).
5. Số trang báo cáo ĐATNDN từ 20 đến 30 trang (theo định dạng quy định).
6. Kết quả chính thức phải được công bố cho SV trong ngày Hội đồng họp đánh giá.","Điều 8, QUY ĐỊNH ĐỒ ÁN TỐT NGHIỆP TẠI DOANH NGHIỆP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN"
175,Phương thức xét tuyển,Trường có bao nhiêu phương thức xét tuyển vào?,"Có 3 phương thức xét tuyển
Điều 6. Các phương thức xét tuyển
1. Phương thức 1: Tuyển thẳng và ưu tiên xét tuyển
2. Phương thức 2: Xét tuyển dựa trên điểm thi
3. Phương thức 3: Xét tuyển dựa trên các chứng chỉ quốc tế uy tín","Điều 6, Chương 2, QUY CHẾ TUYỂN SINH TRÌNH ĐỘ ĐẠI HỌC"
176,Chính sách ưu tiên trong tuyển sinh,Các chính sách ưu tiên của trường trong việc tuyển sinh?,"Điều 8, Chính sách ưu tiên trong tuyển sinh
1. Chính sách ưu tiên trong tuyển sinh: Ưu tiên theo khu vực và ưu tiên theo đối tượng chính sách được quy định chi tiết theo Quy chế tuyển sinh hiện hành của Bộ GD&ĐT. 
2. Xét tuyển bằng kết quả thi tốt nghiệp THPT, xét tuyển thẳng và UTXT theo quy định của Bộ GD&ĐT: Thực hiện theo Quy chế tuyển sinh hiện hành của Bộ GD&ĐT. 2.1. Đối với phương thức xét tuyển bằng kết quả kỳ thi ĐGNL của ĐHQG-HCM: 
        a. Mức chênh lệch điểm trúng tuyển giữa hai nhóm đối tượng kế tiếp là 40 điểm, giữa hai khu vực kế tiếp là 10 điểm (theo thang điểm 1.200).
        b. Từ năm 2023, điểm ưu tiên đối với thí sinh đạt tổng điểm từ 900 trở lên (theo thang điểm kỳ thi ĐGNL ĐHQG-HCM là 1200) được xác định theo công thức sau:
Điểm ưu tiên = [(1200 - Tổng điểm đạt được)/300] × Mức điểm ưu tiên quy định tại điểm a khoản 3 Điều 8
        c. Thí sinh được hưởng chính sách ưu tiên khu vực theo quy định trong năm tốt nghiệp THPT (hoặc trung cấp) và một năm kế tiếp.
3. Điểm ưu tiên đối với phương thức xét tuyển UTXT thẳng thì sinh giỏi, tài năng của trường THPT và phương thức xét tuyển UTXT theo quy định của ĐHQG-HCM:
- Điểm UIT Code Contest
Lưu ý: Điểm UIT Code Contest là điểm quy đổi theo quy định của Trường dành cho thí sinh có tham gia cuộc thi UIT Code Contest do Trường ĐH CNTT tổ chức và được cấp giấy chứng nhận (thời hạn được tinh không quá 2 năm tỉnh đến ngày xét tuyển vào Trưởng).
Thí sinh là thành viên đội tuyển của Trưởng hoặc Tỉnh/ Thành phố tham dự kỳ thi học sinh giỏi quốc gia môn Tin học, Toán, Vật lý, Hóa học, Ngữ văn, Tiếng Anh, Tiếng Nhật.","Điều 8, Chương 2, QUY CHẾ TUYỂN SINH TRÌNH ĐỘ ĐẠI HỌC"
