Câu hỏi,Câu trả lời,Căn cứ,Ngày ban hành,Ngày cập nhật,Đường dẫn căn cứ,Đường dẫn các file cập nhật
Ai có quyền quyết định cho phép sinh viên đăng ký học lớp ngoài giờ hành chính?,"Điều 3. Quy định về tổ chức đào tạo
1) Đăng ký học phần
- Các đối tượng được đăng ký học các lớp học phần mở theo quy định này:
a) Sinh viên chính quy đã quá hạn theo thiết kế chương trình đào tạo;
b) Sinh viên chính quy chưa quá hạn theo thiết kế chương trình đào tạo chỉ được phép đăng ký học lại, học cải thiện; ngoại trừ trường hợp với các môn ngoại ngữ thì được phép đăng ký học mới;
c) Người học không phải sinh viên chính quy của Trường nhưng được Trường cho phép đăng ký học tập để tích lũy kiến thức hoặc để hoàn thành chương trình
đào tạo;
d) Các tình huống đặc biệt khác cần có sự đồng ý của Trưởng phòng Đào tạo Đại
học.
- Dựa trên kết quả đăng ký học phần, các lớp được duyệt mở với số lượng tối thiểu là 15 người học, trường hợp đặc biệt do Hiệu trưởng xem xét, phê duyệt.
- Các lớp ngoài giờ hành chính có thể được mở nhiều đợt trong năm học.
- Người học thực hiện đăng ký học phần trên hệ thống phần mềm của Trường. ","KHOẢN 1, ĐIỀU 3, QUY ĐỊNH VỀ VIỆC TỔ CHỨC DẠY – HỌC NGOÀI GIỜ HÀNH CHÍNH ĐỐI VỚI CÁC HỌC PHẦN TRONG CHƯƠNG TRÌNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",18/05/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20VI%E1%BB%86C%20T%E1%BB%94%20CH%E1%BB%A8C%20D%E1%BA%A0Y%20%E2%80%93%20H%E1%BB%8CC%20NGO%C3%80I%20GI%E1%BB%9C%20H%C3%80NH%20CH%C3%8DNH%20%C4%90%E1%BB%90I%20V%E1%BB%9AI%20C%C3%81C%20H%E1%BB%8CC%20PH%E1%BA%A6N%20TRONG%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20%C4%90%C3%80O%20T%E1%BA%A0O%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736449990682-333-qd-dhcntt_18-5-2022_quy_dinh_ve_viec_to_chuc_day-hoc_ngoai_gio_hanh_chinh_doi_voi_cac_hoc_phan_trong_ctdt_cq.pdf?alt=media,Không có
Các lớp học phần ngoài giờ hành chính diễn ra vào khung giờ nào?,"Điều 3. Quy định về tổ chức đào tạo
2) Hình thức giảng dạy, trách nhiệm của cán bộ giảng dạy
- Thời gian dạy - học theo khung sau:
o 17g45 - 20g30 từ thứ hai đến thứ bảy,
o 7g30 – 11g30, 13g00 – 17g00 và 17g45 - 20g30 ngày chủ nhật.
- Thời khóa biểu mỗi lớp phải đảm bảo đủ thời lượng phân bổ của môn học trong chương trình đào tạo. Phần lý thuyết tổ chức giảng dạy như trong đề cương của môn học. Phần thực hành có thể tổ chức giảng dạy theo hình thức 1 (giảng dạy theo thời khóa biểu) hoặc hình thức 2 (tổ chức ít nhất 3 buổi gặp trực tiếp sinh viên để hướng dẫn và giải đáp thắc mắc của sinh viên trong quá trình thực hiện các nội dung thực hành) tùy theo tính chất của môn học.
- Hình thức dạy - học có thể là trực tiếp hoặc trực tuyến. Đơn vị quản lý chuyên môn của môn học quyết định hình thức giảng dạy.","KHOẢN 2, ĐIỀU 3, QUY ĐỊNH VỀ VIỆC TỔ CHỨC DẠY – HỌC NGOÀI GIỜ HÀNH CHÍNH ĐỐI VỚI CÁC HỌC PHẦN TRONG CHƯƠNG TRÌNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",18/05/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20VI%E1%BB%86C%20T%E1%BB%94%20CH%E1%BB%A8C%20D%E1%BA%A0Y%20%E2%80%93%20H%E1%BB%8CC%20NGO%C3%80I%20GI%E1%BB%9C%20H%C3%80NH%20CH%C3%8DNH%20%C4%90%E1%BB%90I%20V%E1%BB%9AI%20C%C3%81C%20H%E1%BB%8CC%20PH%E1%BA%A6N%20TRONG%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20%C4%90%C3%80O%20T%E1%BA%A0O%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736449990682-333-qd-dhcntt_18-5-2022_quy_dinh_ve_viec_to_chuc_day-hoc_ngoai_gio_hanh_chinh_doi_voi_cac_hoc_phan_trong_ctdt_cq.pdf?alt=media,Không có
Hình thức dạy học của các lớp ngoài giờ hành chính?,"Điều 3. Quy định về tổ chức đào tạo
2) Hình thức giảng dạy, trách nhiệm của cán bộ giảng dạy
- Thời gian dạy - học theo khung sau:
o 17g45 - 20g30 từ thứ hai đến thứ bảy,
o 7g30 – 11g30, 13g00 – 17g00 và 17g45 - 20g30 ngày chủ nhật.
- Thời khóa biểu mỗi lớp phải đảm bảo đủ thời lượng phân bổ của môn học trong chương trình đào tạo. Phần lý thuyết tổ chức giảng dạy như trong đề cương của môn học. Phần thực hành có thể tổ chức giảng dạy theo hình thức 1 (giảng dạy theo thời khóa biểu) hoặc hình thức 2 (tổ chức ít nhất 3 buổi gặp trực tiếp sinh viên để hướng dẫn và giải đáp thắc mắc của sinh viên trong quá trình thực hiện các nội dung thực hành) tùy theo tính chất của môn học.
- Hình thức dạy - học có thể là trực tiếp hoặc trực tuyến. Đơn vị quản lý chuyên môn của môn học quyết định hình thức giảng dạy.","KHOẢN 2, ĐIỀU 3, QUY ĐỊNH VỀ VIỆC TỔ CHỨC DẠY – HỌC NGOÀI GIỜ HÀNH CHÍNH ĐỐI VỚI CÁC HỌC PHẦN TRONG CHƯƠNG TRÌNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",18/05/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20VI%E1%BB%86C%20T%E1%BB%94%20CH%E1%BB%A8C%20D%E1%BA%A0Y%20%E2%80%93%20H%E1%BB%8CC%20NGO%C3%80I%20GI%E1%BB%9C%20H%C3%80NH%20CH%C3%8DNH%20%C4%90%E1%BB%90I%20V%E1%BB%9AI%20C%C3%81C%20H%E1%BB%8CC%20PH%E1%BA%A6N%20TRONG%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20%C4%90%C3%80O%20T%E1%BA%A0O%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736449990682-333-qd-dhcntt_18-5-2022_quy_dinh_ve_viec_to_chuc_day-hoc_ngoai_gio_hanh_chinh_doi_voi_cac_hoc_phan_trong_ctdt_cq.pdf?alt=media,Không có
Học phí của các lớp ngoài giờ hành chính được tính như thế nào?,"Điều 4. Quy định về học phí
- Trường hợp lớp ngoài giờ hành chính mở chung cho các chương trình đào tạo:
o Áp dụng một mức đơn giá học phí/tín chỉ;
o Đơn giá học phí/tín chỉ được tính bằng 1,5 lần đơn giá học phí/tín chỉ của chương trình đào tạo chính quy (không phải là các chương trình đặc biệt) học trong giờ hành chính.
- Trường hợp lớp ngoài giờ hành chính mở riêng cho các chương trình đào tạo đặc biệt: Đơn giá học phí/tín chỉ được tính bằng 1,5 lần đơn giá học phí/tín chỉ của chương trình đào tạo đặc biệt tương ứng học trong giờ hành chính.
- Đơn giá học phí/tín chỉ trong giờ hành chính được quy định tại Quyết định ban hành quy định mức thu học phí vào năm học tương ứng với thời gian mở lớp.
- Trường hợp các lớp được mở có số lượng sinh viên ít hơn tiêu chuẩn quy định tại Khoản 1, Điều 3 Quyết định này, đơn giá học phí/tín chỉ sẽ do Hiệu trưởng quyết định. ","ĐIỀU 4, QUY ĐỊNH VỀ VIỆC TỔ CHỨC DẠY – HỌC NGOÀI GIỜ HÀNH CHÍNH ĐỐI VỚI CÁC HỌC PHẦN TRONG CHƯƠNG TRÌNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",18/05/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20VI%E1%BB%86C%20T%E1%BB%94%20CH%E1%BB%A8C%20D%E1%BA%A0Y%20%E2%80%93%20H%E1%BB%8CC%20NGO%C3%80I%20GI%E1%BB%9C%20H%C3%80NH%20CH%C3%8DNH%20%C4%90%E1%BB%90I%20V%E1%BB%9AI%20C%C3%81C%20H%E1%BB%8CC%20PH%E1%BA%A6N%20TRONG%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20%C4%90%C3%80O%20T%E1%BA%A0O%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736449990682-333-qd-dhcntt_18-5-2022_quy_dinh_ve_viec_to_chuc_day-hoc_ngoai_gio_hanh_chinh_doi_voi_cac_hoc_phan_trong_ctdt_cq.pdf?alt=media,Không có
"Điều kiện để mở chương trình đào tạo liên thông đại học, thạc sĩ là?","Điều 4. Điều kiện mở chương trình đào tạo liên thông
1. Khoa được đăng ký mở chương trình ĐH-ThS đối với các ngành đã đạt chứng nhận kiểm định quốc tế cấp chương trình đào tạo trình độ đại học hoặc thạc sĩ được Bộ Giáo dục và Đào tạo  nhận và còn trong thời hạn; hoặc các ngành có chương trình tài năng trình độ đại học.
","KHOẢN 1, ĐIỀU 4, QUY ĐỊNH TẠM THỜI VỀ ĐÀO TẠO LIÊN THÔNG TỪ TRÌNH ĐỘ ĐẠI HỌC LÊN TRÌNH ĐỘ THẠC SĨ HỆ CHÍNH QUY ",19/05/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20T%E1%BA%A0M%20TH%E1%BB%9CI%20V%E1%BB%80%20%C4%90%C3%80O%20T%E1%BA%A0O%20LI%C3%8AN%20TH%C3%94NG%20T%E1%BB%AA%20TR%C3%8CNH%20%C4%90%E1%BB%98%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20L%C3%8AN%20TR%C3%8CNH%20%C4%90%E1%BB%98%20TH%E1%BA%A0C%20S%C4%A8%20H%E1%BB%86%20CH%C3%8DNH%20QUY%20%2F1736450058843-335-qd-dhcntt_19-5-2022_quy_dinh_tam_thoi_ve_dao_tao_lien_thong_tu_trinh_do_dai_hoc_len_trinh_do_thc_si_he_chinh_quy.pdf?alt=media,Không có
Thời gian tối đa để hoàn thành chương trình đại học - thạc sĩ được tính như thế nào?,"Điều 6. Thời gian đào tạo
1. Thời gian tối đa để hoàn thành chương trình ĐH-ThS là thời gian thiết kế chương trình ĐH-ThS theo Khoản 1, Điều 5 cộng thêm 36 tháng (bao gồm thời gian bảo lưu).","KHOẢN 1, ĐIỀU 6, QUY ĐỊNH TẠM THỜI VỀ ĐÀO TẠO LIÊN THÔNG TỪ TRÌNH ĐỘ ĐẠI HỌC LÊN TRÌNH ĐỘ THẠC SĨ HỆ CHÍNH QUY ",19/05/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20T%E1%BA%A0M%20TH%E1%BB%9CI%20V%E1%BB%80%20%C4%90%C3%80O%20T%E1%BA%A0O%20LI%C3%8AN%20TH%C3%94NG%20T%E1%BB%AA%20TR%C3%8CNH%20%C4%90%E1%BB%98%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20L%C3%8AN%20TR%C3%8CNH%20%C4%90%E1%BB%98%20TH%E1%BA%A0C%20S%C4%A8%20H%E1%BB%86%20CH%C3%8DNH%20QUY%20%2F1736450058843-335-qd-dhcntt_19-5-2022_quy_dinh_tam_thoi_ve_dao_tao_lien_thong_tu_trinh_do_dai_hoc_len_trinh_do_thc_si_he_chinh_quy.pdf?alt=media,Không có
"Sau khi hoàn thành chương trình đào tạo đại học thạc sĩ, sinh viên nhận được gì?","Điều 8. Tổ chức đào tạo
3. Sau khi hoàn thành chương trình đào tạo đại học theo quy định, người học được cấp bằng tốt nghiệp đại học, đồng thời được xác nhận trúng tuyển đào tạo trình độ thạc sĩ. Các học phần thuộc chương trình đào tạo trình độ thạc sĩ mà người học đã tích lũy được trong chương trình đào tạo trình độ đại học được công nhận chuyển đổi tín chỉ cho chương trình đào tạo trình độ thạc sĩ. Người học tiếp tục học các học phần còn lại trong chương trình đào tạo trình độ thạc sĩ.","KHOẢN 3, ĐIỀU 8, QUY ĐỊNH TẠM THỜI VỀ ĐÀO TẠO LIÊN THÔNG TỪ TRÌNH ĐỘ ĐẠI HỌC LÊN TRÌNH ĐỘ THẠC SĨ HỆ CHÍNH QUY ",19/05/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20T%E1%BA%A0M%20TH%E1%BB%9CI%20V%E1%BB%80%20%C4%90%C3%80O%20T%E1%BA%A0O%20LI%C3%8AN%20TH%C3%94NG%20T%E1%BB%AA%20TR%C3%8CNH%20%C4%90%E1%BB%98%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20L%C3%8AN%20TR%C3%8CNH%20%C4%90%E1%BB%98%20TH%E1%BA%A0C%20S%C4%A8%20H%E1%BB%86%20CH%C3%8DNH%20QUY%20%2F1736450058843-335-qd-dhcntt_19-5-2022_quy_dinh_tam_thoi_ve_dao_tao_lien_thong_tu_trinh_do_dai_hoc_len_trinh_do_thc_si_he_chinh_quy.pdf?alt=media,Không có
Học liệu điện tử là gì?,"Điều 2. Giải thích từ ngữ
1. Học liệu điện tử: là các tài liệu học tập được số hóa theo các định dạng đa phương tiện trên máy tính (văn bản, âm thanh, hình ảnh, video, đồ họa, …), được cấu trúc theo kịch bản dạy và học nhất định, có nội dung đáp ứng chuẩn đầu ra của một môn học. Video bài giảng là thành phần bắt buộc phải có của học liệu điện tử.","Khoản 1, Điều 2, QUY ĐỊNH DẠY VÀ HỌC THEO PHƯƠNG THỨC TRỰC TUYẾN VÀ PHƯƠNG THỨC KẾT HỢP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",16/03/2023,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20D%E1%BA%A0Y%20V%C3%80%20H%E1%BB%8CC%20THEO%20PH%C6%AF%C6%A0NG%20TH%E1%BB%A8C%20TR%E1%BB%B0C%20TUY%E1%BA%BEN%20V%C3%80%20PH%C6%AF%C6%A0NG%20TH%E1%BB%A8C%20K%E1%BA%BET%20H%E1%BB%A2P%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736450143352-196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_thuc_ket_hop.pdf?alt=media,Không có
Phương thức dạy học trực tiếp là như thế nào?,"Điều 2. Giải thích từ ngữ
2. Phương thức dạy học trực tiếp: là phương thức dạy và học có sự gặp mặt trực tiếp giữa giảng viên và sinh viên.","Khoản 2, Điều 2, QUY ĐỊNH DẠY VÀ HỌC THEO PHƯƠNG THỨC TRỰC TUYẾN VÀ PHƯƠNG THỨC KẾT HỢP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",16/03/2023,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20D%E1%BA%A0Y%20V%C3%80%20H%E1%BB%8CC%20THEO%20PH%C6%AF%C6%A0NG%20TH%E1%BB%A8C%20TR%E1%BB%B0C%20TUY%E1%BA%BEN%20V%C3%80%20PH%C6%AF%C6%A0NG%20TH%E1%BB%A8C%20K%E1%BA%BET%20H%E1%BB%A2P%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736450143352-196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_thuc_ket_hop.pdf?alt=media,Không có
Phương thức dạy học trực tuyến là gì?,"Điều 2. Giải thích từ ngữ
3. Phương thức dạy học trực tuyến (DHTT): là phương thức dạy và học thông qua phần mềm ứng dụng trên môi trường mạng để thực hiện việc giảng dạy và học tập, qua đó sinh viên có thể tự học mọi lúc mọi nơi với các học liệu điện tử; sinh viên có thể trao đổi với nhau và với giảng viên thông qua các phần mềm ứng dụng trên môi trường mạng.","KHOẢN 3, ĐIỀU 2, QUY ĐỊNH DẠY VÀ HỌC THEO PHƯƠNG THỨC TRỰC TUYẾN VÀ PHƯƠNG THỨC KẾT HỢP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",16/03/2023,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20D%E1%BA%A0Y%20V%C3%80%20H%E1%BB%8CC%20THEO%20PH%C6%AF%C6%A0NG%20TH%E1%BB%A8C%20TR%E1%BB%B0C%20TUY%E1%BA%BEN%20V%C3%80%20PH%C6%AF%C6%A0NG%20TH%E1%BB%A8C%20K%E1%BA%BET%20H%E1%BB%A2P%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736450143352-196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_thuc_ket_hop.pdf?alt=media,Không có
Phương thức dạy học kết hợp là gì?,"Điều 2. Giải thích từ ngữ
4. Phương thức dạy học kết hợp (DHKH): là phương thức dạy và học có sự phối hợp một cách hợp lý, có chủ đích giữa phương thức dạy học trực tuyến với phương thức dạy học trực tiếp.","KHOẢN 4, ĐIỀU 2, QUY ĐỊNH DẠY VÀ HỌC THEO PHƯƠNG THỨC TRỰC TUYẾN VÀ PHƯƠNG THỨC KẾT HỢP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",16/03/2023,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20D%E1%BA%A0Y%20V%C3%80%20H%E1%BB%8CC%20THEO%20PH%C6%AF%C6%A0NG%20TH%E1%BB%A8C%20TR%E1%BB%B0C%20TUY%E1%BA%BEN%20V%C3%80%20PH%C6%AF%C6%A0NG%20TH%E1%BB%A8C%20K%E1%BA%BET%20H%E1%BB%A2P%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736450143352-196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_thuc_ket_hop.pdf?alt=media,Không có
Tại sao trường triển khai phương thức dạy học trực tuyến và dạy học kết hợp?,"Điều 3.Mục đích của phương thức DHTT và DHKH
Bên cạnh phương thức dạy học trực tiếp, Trường triển khai các phương thức dạy học trực tuyến, dạy học kết hợp nhằm những mục đích sau đây:
1. Tăng cường ứng dụng công nghệ thông tin và truyền thông trong đào tạo; Phát triển năng lực tự học, tự nghiên cứu cho sinh viên; Đáp ứng nhu cầu học tập linh hoạt, đa dạng của sinh viên, phù hợp với chủ trương của Nhà nước, Bộ Giáo dục & Đào tạo, ĐHQG-HCM và với xu hướng đào tạo hiện đại hiện nay trên thế giới.
2. Nhằm chuẩn bị sẵn sàng chuyển đổi phương thức dạy và học một cách linh hoạt, không làm gián đoạn công tác đào tạo khi không thể tổ chức đào tạo theo hình thức trực tiếp do các nguyên nhân khách quan như thiên tai, dịch bệnh kéo dài hoặc những khó khăn từ thực tế khác và vẫn đảm bảo chất lượng đào tạo.","ĐIỀU 3, QUY ĐỊNH DẠY VÀ HỌC THEO PHƯƠNG THỨC TRỰC TUYẾN VÀ PHƯƠNG THỨC KẾT HỢP CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",16/03/2023,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20D%E1%BA%A0Y%20V%C3%80%20H%E1%BB%8CC%20THEO%20PH%C6%AF%C6%A0NG%20TH%E1%BB%A8C%20TR%E1%BB%B0C%20TUY%E1%BA%BEN%20V%C3%80%20PH%C6%AF%C6%A0NG%20TH%E1%BB%A8C%20K%E1%BA%BET%20H%E1%BB%A2P%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736450143352-196-qd-dhcntt_16-3-2023_quy_dinh_day_va_hoc_theo_phuong_thuc_truc_tuyen_va_phuong_thuc_ket_hop.pdf?alt=media,Không có
